+-----+--------------------------------------+---------+-------------------------------------------------------------+----------------------------------+-----------+------------+------------+---------------+----------------+------------------+
| id  | guid                                 | code    | name                                                        | shortName                        | serviceId | categoryId | reportCode | debitTranCode | creditTranCode | accountNumber    |
| 139 | f5cb1b3f-357e-4fb2-a5e0-767b2d6a5992 | G0113   | PHIL LONG DISTANCE TEL CO                                   | PLDT                             | 9031      |       NULL | 09031      | NULL          | NULL           | 000560001060     |
| 140 | b4e78bcf-dd28-46bd-90da-305fcbf45cd1 | G0321   | PHILAM LIFE                                                 | PhilAm                           | 7447      |       NULL | 07447      | NULL          | NULL           | 001540002813     |
| 141 | 20f1fb55-a7f4-4d32-a607-5b07fbd2bb9a | G0489   | PHILCOM                                                     | PHILCOM                          | 7656      |       NULL | 07656      | NULL          | NULL           | 100560085805     |
| 142 | 7bada1b4-59b8-4f86-8cc4-5de643b22515 | G0215   | PHILIPPINE AIRLINES - BOOK AND HOLD                         | PAL                              | 7512      |       NULL | 07512      | NULL          | NULL           | 000560032900     |
| 143 | 44c16d7a-ea57-4527-98eb-b67dfe329ddc | G0215   | PHILIPPINE AIRLINES INC                                     | PhilAirInc                       | 7449      |       NULL | 07449      | NULL          | NULL           | 100590237395     |
| 144 | 4138a175-d2e9-4e24-91a8-1b7d4ac9216c | G0059   | PHILIPPINE PLAZA HOLDINGS INC/SOFITEL                       | PhilPlazaSofitel                 | 7429      |       NULL | 07429      | NULL          | NULL           | 000010084540     |
| 145 | f26d21d8-d71e-4aeb-bc34-2bfee30d0a25 | G0365   | PHOENIX PETROLEUM PHILIPPINES INCORPORAT                    | PhoenixPhilInc                   | 7435      |       NULL | 07435      | NULL          | NULL           | 702030011514     |
| 146 | 5e9e94bf-ee84-409a-8628-0ae7a609e727 | G0080   | PICPA                                                       | PICPA                            | 7310      |       NULL | 07310      | NULL          | NULL           | 100840069691     |
| 147 | 75237589-00e4-492c-aa40-9ad435c38beb | G0080   | PICPA MMR                                                   | PICPA                            | 7723      |       NULL | 07723      | NULL          | NULL           | 000840021240     |
| 148 | 74458e06-c410-4d24-a704-a43299014d92 | G0495   | PINNACLE APPLIANCE INC.                                     | PINNACLEA                        | 7661      |       NULL | 07661      | NULL          | NULL           | 000590058368     |
| 149 | dbe138dd-298f-4919-9555-30cd0920e31c | G0133   | PLANTATION BAY HOLDINGS CORP. (PHP)                         | PlantBayCorp                     | 7481      |       NULL | 07481      | NULL          | NULL           | 000450003670     |
| 150 | 4227452b-9c3c-40a8-bc32-5f3eab9b2815 | G0157   | PLATINUM PLANS PHIL. INC.                                   | PLATINUM                         | 7022      |       NULL | 07022      | NULL          | NULL           | 101240063369     |
| 151 | 7e06227f-e6c9-489b-b456-fa71db4cb3fd | G0490   | PLDT CLARKTEL                                               | PLDTCLARKTEL                     | 7658      |       NULL | 07658      | NULL          | NULL           | 100560074110     |
| 152 | 38d41204-ff11-40c9-acd9-99b803bb5e69 | G0491   | PLDT MARATEL                                                | PLDTMARATEL                      | 7659      |       NULL | 07659      | NULL          | NULL           | 100560075563     |
| 153 | c15176a3-7030-40da-ba1e-27dade783f7f | G0492   | PLDT SUBICTEL                                               | PLDTSUBICTEL                     | 7657      |       NULL | 07657      | NULL          | NULL           | 100560085817     |
| 154 | 835cf963-9ee9-48cb-88d1-4512fc025cb2 | G0103   | PRUDENTIALIFE PLANS INC                                     | PLEP                             | 7024      |       NULL | 07024      | NULL          | NULL           | 000010058229     |
| 155 | 4cbfe0ea-e792-467a-85d2-8cb6c31aec57 | G0477   | PayExpress                                                  | PAYNAMICS                        | 7636      |       NULL | 07636      | NULL          | NULL           | 002020031213     |
| 156 | 89ed81fc-7062-4434-a096-805d0fabd2a2 | G0431   | Philstocks Financial Inc                                    | philstocksinc                    | 7608      |       NULL | 07608      | NULL          | NULL           | 002060032691     |
| 157 | 947f7e04-5ac8-41b1-be41-074a623387c0 | G0465   | RADIUS TELECOMS INC                                         | RTINC                            | 7628      |       NULL | 07628      | NULL          | NULL           | 000590058289     |
| 158 | 48caad80-fb27-42d5-ac67-ffea701ab66a | G0614   | RESIDENTIAL RESORT CONDOMINIUM ASSOCIATION INC              | RESIDENTIA                       | 7773      |       NULL | 07773      | NULL          | NULL           | 001480002978     |
| 159 | NULL                                 | G0066   | RFM CORPORATION                                             | rfmcorp                          | 7336      |       NULL | 07336      | NULL          | NULL           | 001230011599     |
| 160 | 749a19b2-c690-43c5-97a0-1d8067f45b13 | G0068   | SAINT COLUMBAN COLLEGE                                      | SaintColumbanCollege             | 7523      |       NULL | 07523      | NULL          | NULL           | 000430011118     |
| 161 | c0ecd6f3-2e34-4575-9e8b-93800ec03d37 | G0199   | SAINT PAUL COLLEGE PASIG                                    | SPCP                             | 7282      |       NULL | 07282      | NULL          | NULL           | 100598815240     |
| 162 | e5cf0c83-9bc2-499b-877c-7ad64296bf9f | G0567   | SAN PEDRO COLLEGE INC                                       | SANPEDRO                         | 7725      |       NULL | 07725      | NULL          | NULL           | 000650022956     |
| 163 | 58638406-1436-4a2d-af10-117f478218ef | G0069   | SEABOARD INSURANCE CO. INC.                                 | SEABOARD                         | 7026      |       NULL | 07026      | NULL          | NULL           | 000722004928     |
| 164 | 6b17e4be-872d-41b2-8906-4bc409026c8b | G0325   | SEAOIL PHILIPPINES INC.                                     | SeaOilPhil                       | 7456      |       NULL | 07456      | NULL          | NULL           | 000590066213     |
| 165 | NULL                                 | G0070   | SECURITY - MASTERCARD                                       | SECMC                            | 0213      |       NULL | 00213      | NULL          | NULL           | 000830007489     |
| 166 | NULL                                 | G0548   | SIGLO SUITES INC . UNIT OWNER                               | SIGLOSUITES                      | 7704      |       NULL | 07704      | NULL          | NULL           | 001890000155     |
| 167 | 52b8a80e-46c4-4acc-a04a-9eee89b38804 | G0441   | SINAG CABLE NETWORK INC.                                    | DOOTNINC                         | 7583      |       NULL | 07583      | NULL          | NULL           | 000280017388     |
| 168 | bc649ac0-45ac-4a95-ba7e-158606428c3e | G0013   | SKY CABLE/HOME CABLE/ZPDEE                                  | SCABLE                           | 7094      |       NULL | 07094      | NULL          | NULL           | 000370011090     |
| 169 | d2e8000a-372e-4349-bd16-70e6a5b1e694 | G0529   | SKYRISE REALTY AND DEVELOPMENT CORPORATION                  | SKYRISE                          | 7672      |       NULL | 07672      | NULL          | NULL           | 001430004750     |
| 170 | f48d477e-ca8d-429e-a419-a11278fac09c | G0162   | SMART BRO                                                   | SMARTSIBS                        | 9062      |       NULL | 09062      | NULL          | NULL           | 000722001836     |
| 171 | 32f5d312-b8a5-4ae3-a5a9-2c185f33fd1a | G0162   | SMART/SUN                                                   | SMARTCMTS                        | 9059      |       NULL | 09059      | NULL          | NULL           | 000722001836     |
| 172 | c053e9bb-b07a-4a66-a39a-2c159c19c3c1 | G0130   | STA.ANA PARK/PHIL. RACING CLUB                              | PRC                              | 7207      |       NULL | 07207      | NULL          | NULL           | 000310028607     |
| 173 | NULL                                 | G0557   | STO NINO CATHOLIC SCHOOL INC                                | STONINO                          | 7714      |       NULL | 07714      | NULL          | NULL           | 001610002869     |
| 174 | 905221eb-e634-4b44-8460-48c5ab5d40ef | G0128   | SUBIC ENERZONE CORP                                         | SubicEnerCorp                    | 7137      |       NULL | 07137      | NULL          | NULL           | 001420002172     |
| 175 | f3ab9b7a-5861-4646-a5bd-369a5189fcb0 | G0236   | SULIT.COM.PH                                                | sulit                            | 7339      |       NULL | 07339      | NULL          | NULL           | 000590045519     |
| 176 | 259cac14-13ee-44d5-bca1-4336fab21d67 | G0526   | SUN LIFE OF CANADA (PHILIPPINES) INC.                       | SUNLIFEOF                        | 7686      |       NULL | 07686      | NULL          | NULL           | 101540002854     |
| 177 | 4c312124-a3d5-4e1a-b96b-38a5cf4425f5 | G0609   | SUNTRUST ADRIATICO GARDENS CONDOMINIUM ASSOCIATION INC      | SAGCAINC                         | 7769      |       NULL | 07769      | NULL          | NULL           | 001240030311     |
| 178 | NULL                                 | G0597   | SUNTRUST PARKVIEW CONDOMINIUM ASSOCIATION INC               | SUNTRUSTP                        | 7757      |       NULL | 07757      | NULL          | NULL           | 002280004222     |
| 179 | e054b1d0-382b-4bd1-9cf7-18ead3a28a27 | G0428   | TARLAC II ELECTRIC COOPERATIVE INC.                         | TarlacCoop                       | 7562      |       NULL | 07562      | NULL          | NULL           | 001810000650     |
| 180 | NULL                                 | G0593   | THE CAMBRIDGE VILLAGE CONDOMINIUM ASSOCIATION INC           | THECAMBRIGDE                     | 7750      |       NULL | 07750      | NULL          | NULL           | 000590068118     |
| 181 | 239777af-29ce-4481-b60f-e6152857e245 | G0076   | THE PRUMERICA LIFE INS.CO.                                  | PRUMERICA                        | 7059      |       NULL | 07059      | NULL          | NULL           | 000722005155     |
| 182 | e1bcaca9-54c0-48a0-98ba-b1f423f58dc4 | G0513   | THE SAPPHIRE RESIDENCES CONDOMINIUM CORPORATION             | TSRCCORP                         | 6082      |       NULL | 06082      | NULL          | NULL           | 001560004608     |
| 183 | e283e8f1-2e1b-446a-802a-bdc9df9e327f | G0226   | TOYOTA FINANCIAL SERVICES PHILS. CORP                       | tfsph                            | 7371      |       NULL | 07371      | NULL          | NULL           | 002410001252     |
| 184 | 782e5b1f-a5da-4e16-b7c3-f42af71ecd80 | G0397   | TRIDHARMA MARKETING CORP                                    | TRIDHARMA                        | 7337      |       NULL | 07337      | NULL          | NULL           | 029030008520     |
| 185 | 096f4300-2937-49d8-a525-031b82778a89 | G0105   | Taishan Insurance Brokers                                   | TAISHAN                          | 7136      |       NULL | 07136      | NULL          | NULL           | 000010066512     |
| 186 | d0dc5bf0-8241-4f03-abcd-eed35762c198 | G0515   | The Grand Hamptons Tower II Condominium Corporation         | TGHTII                           | 7676      |       NULL | 07676      | NULL          | NULL           | 001560004300     |
| 187 | 005eea75-77d2-452c-b270-45ca5005a93c | G0514   | The Grand Hamptons Tower1 Condominium Corporation           | TGHTI                            | 7675      |       NULL | 07675      | NULL          | NULL           | 001560004566     |
| 188 | d6de7e55-8dca-42b8-b6f2-d97fd0d1a7ac | G0029   | U-COLLECT                                                   | IOU                              | 9066      |       NULL | 09066      | NULL          | NULL           | 1945322505054000 |
| 189 | 54370ceb-2dd0-4b5d-9c16-8f4499ecead6 | G0121   | UBIX CORP                                                   | ubix                             | 7228      |       NULL | 07228      | NULL          | NULL           | 000130000085     |
| 190 | 4ebf7a32-a249-493b-9281-4c9482e97d57 | G9001   | UNIONBANK MASTERCARD                                        | UBPMASTERCARD                    | 0201      |       NULL | 00201      | NULL          | NULL           | 1904321322001410 |
| 191 | 7ffcb7c8-4e7b-4538-889c-50a4385e3e4a | G9001   | UNIONBANK VISA                                              | UBPVISA                          | 0202      |       NULL | 00202      | NULL          | NULL           | 1904321322001342 |
| 192 | 9d393776-dda8-443a-9e13-7e5230eb551f | G0484   | UNIVERSITY OF BAGUIO INC                                    | UB                               | 7650      |       NULL | 07650      | NULL          | NULL           | 000640018750     |
| 193 | f8b2a355-968b-49a0-8d03-89ec4669066e | G0120   | VECO                                                        | VECO                             | 7281      |       NULL | 07281      | NULL          | NULL           | 000120010355     |
| 194 | 7e3d3a0d-22ee-4e77-8651-11eb152ed492 | G0073   | VICARIATE MT PROVINCE                                       | MTPROV                           | 7006      |       NULL | 07006      | NULL          | NULL           | 000640000630     |
| 195 | f45d1864-8d23-4552-9135-bae01b7d68e2 | G0232   | VISTALAND INTERNATIONAL                                     | VISTALAND                        | 7315      |       NULL | 07315      | NULL          | NULL           | 002180001429     |
| 196 | c861bc93-ba02-40d3-93bb-981c3c15b497 | G0549   | WORLD ALLIANCE FREIGHT INC                                  | WORLDAFI                         | 7706      |       NULL | 07706      | NULL          | NULL           | 000320022810     |
| 197 | 03b5b768-f747-4bc7-bed3-acb3f2a997e6 | G0446   | YU AND COMPANY                                              | YuCompany                        | 7614      |       NULL | 07614      | NULL          | NULL           | 006030000136     |
| 198 | cc26c07a-4fb7-4347-b4c9-ebe9d612e891 | G0439   | ZAMBOANGA CITY ELECTRIC COOPERATIVE INC                     | ZAMCELCO                         | 7612      |       NULL | 07612      | NULL          | NULL           | 002850003585     |
| 199 | 079a3672-3231-4ae2-9c72-a9a1e90edac8 | G0079   | e-Census/Unisys Public Sector                               | UNISYS                           | 7135      |       NULL | 07135      | NULL          | NULL           | 000010084563     |
| 200 | ece027af-904c-44d7-a775-04a0868d6925 | KINURON | Kinuron                                                     | Kinuron                          | 6108      |       NULL | C6108      | O8220         | O8220          | 0059006791       |
| 201 | 230e32c2-c37b-4c87-b664-59debdd7b7ea | G0647   | G Xchange                                                   | GXCHANGE                         | 7816      |       NULL | C7816      | O8220         | O8220          | 000010088453     |
| 202 | d4921f36-a895-444f-9d24-48709dee54fc | G0135   | PILMICO                                                     | PILMICO                          | 7837      |       NULL | C7837      | O8220         | O8220          | 1901322550525363 |
+-----+--------------------------------------+---------+-------------------------------------------------------------+----------------------------------+-----------+------------+------------+---------------+----------------+------------------+
